/Library/Developer/CommandLineTools/usr/bin/python3: can't open file '/Users/eilinaire/coprem/Coprem/03-system/scripts/autonomous_loop.py': [Errno 2] No such file or directory
/Users/eilinaire/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
2026-06-06 12:19:11,433 [INFO] ============================================================
2026-06-06 12:19:11,433 [INFO] COPREM Autonomous Loop started
2026-06-06 12:19:11,433 [INFO] Polling every 3s | LiteLLM: http://localhost:4000
2026-06-06 12:19:11,433 [INFO] ============================================================
2026-06-06 18:00:49,028 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:00:52,182 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:00:55,387 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:00:58,580 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:01,732 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:04,898 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:08,054 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:11,236 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:14,463 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:17,657 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:20,812 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:23,977 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:27,097 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:30,211 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:33,393 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:36,591 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:39,784 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:43,002 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:46,126 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:49,290 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:52,450 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:55,652 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:01:58,860 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:02,078 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:05,215 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:08,303 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:11,426 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:14,624 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:17,843 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:21,051 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:24,264 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:27,414 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:30,542 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:33,660 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:36,828 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:39,916 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:43,114 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:46,307 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:49,507 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:52,655 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:55,875 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:02:59,078 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:02,275 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:05,478 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:08,673 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:11,856 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:14,950 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:18,159 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:21,349 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:24,562 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:27,738 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:30,916 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:34,088 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:37,160 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:40,366 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:43,538 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:46,697 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:49,925 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:53,111 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:56,275 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:03:59,482 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
2026-06-06 18:04:02,623 [ERROR] Loop error: Command '['docker', 'exec', '4b15e3f8ed2e', 'psql', '-U', 'coprem', '-d', 'coprem_os', '-t', '-A', '-F', '|||', '-c', "\nSELECT id::text, type, payload::text, status, priority, assigned_to, next_agent, retries, max_retries\nFROM task_queue\nWHERE status = 'pending' AND run_at <= NOW()\nORDER BY priority ASC, run_at ASC\nLIMIT 5;\n"]' returned non-zero exit status 1.
